commodity,office_code,wbs_element,period,key,Implementation Reqs,Implementation Shortfalls,Implementation Reqs FCR,Implementation Shortfalls FCR
LNS-LQ,MGCO,MG02.01.011.URT1,2020-02-01,LNS-LQMGCOMG02.01.011.URT143862,49.728,0,199282.3207,0
LNS-MQ,MGCO,MG02.01.011.URT1,2020-02-01,LNS-MQMGCOMG02.01.011.URT143862,7.0275,0,21302.58972,0
Maize,MGCO,MG02.01.011.URT1,2020-02-01,MaizeMGCOMG02.01.011.URT143862,0,0,0,0
Rice,MGCO,MG02.01.011.URT1,2020-02-01,RiceMGCOMG02.01.011.URT143862,0,0,0,0
Split Peas,MGCO,MG02.01.011.URT1,2020-02-01,Split PeasMGCOMG02.01.011.URT143862,84.5955,0,39204.53523,0
Super Cereal (CSB+) With Sugar,MGCO,MG02.01.011.URT1,2020-02-01,Super Cereal (CSB+) With SugarMGCOMG02.01.011.URT143862,22.074,0,15881.68034,0
Vegetable Oil - Palmolien,MGCO,MG02.01.011.URT1,2020-02-01,Vegetable Oil - PalmolienMGCOMG02.01.011.URT143862,51.55437134,0,46574.64434,0
Maize,MGCO,MG02.01.023.SMP1,2020-02-01,MaizeMGCOMG02.01.023.SMP143862,0,0,0,0
Micronutrition Powder,MGCO,MG02.01.023.SMP1,2020-02-01,Micronutrition PowderMGCOMG02.01.023.SMP143862,0,0,0,0
Rice,MGCO,MG02.01.023.SMP1,2020-02-01,RiceMGCOMG02.01.023.SMP143862,0,0,0,0
Split Peas,MGCO,MG02.01.023.SMP1,2020-02-01,Split PeasMGCOMG02.01.023.SMP143862,0,0,0,0
Vegetable Oil - Palmolien,MGCO,MG02.01.023.SMP1,2020-02-01,Vegetable Oil - PalmolienMGCOMG02.01.023.SMP143862,0,0,0,0
LNS-MQ,MGCO,MG02.02.031.NPA1,2020-02-01,LNS-MQMGCOMG02.02.031.NPA143862,32.1975,0,101689.7496,0
LNS-SQ,MGCO,MG02.02.031.NPA1,2020-02-01,LNS-SQMGCOMG02.02.031.NPA143862,0,0,0,0
Super Cereal (CSB+) With Sugar,MGCO,MG02.02.031.NPA1,2020-02-01,Super Cereal (CSB+) With SugarMGCOMG02.02.031.NPA143862,81.342,0,60975.27055,0
Vegetable Oil - Palmolien,MGCO,MG02.02.031.NPA1,2020-02-01,Vegetable Oil - PalmolienMGCOMG02.02.031.NPA143862,8.1342,0,7656.360527,0
Maize,MGCO,MG02.04.041.SMS1,2020-02-01,MaizeMGCOMG02.04.041.SMS143862,0,0,0,0
Rice,MGCO,MG02.04.041.SMS1,2020-02-01,RiceMGCOMG02.04.041.SMS143862,0,0,0,0
Split Peas,MGCO,MG02.04.041.SMS1,2020-02-01,Split PeasMGCOMG02.04.041.SMS143862,0,0,0,0
Vegetable Oil - Palmolien,MGCO,MG02.04.041.SMS1,2020-02-01,Vegetable Oil - PalmolienMGCOMG02.04.041.SMS143862,0,0,0,0
LNS-LQ,MLCO,ML02.01.011.NTA1,2020-02-01,LNS-LQMLCOML02.01.011.NTA143862,75,0,295498.3286,0
Super Cereal (CSB+),MLCO,ML02.01.011.NTA1,2020-02-01,Super Cereal (CSB+)MLCOML02.01.011.NTA143862,82.5,65.175,114918.5127,90785.62501
Super Cereal Plus (CSB++),MLCO,ML02.01.011.NTA1,2020-02-01,Super Cereal Plus (CSB++)MLCOML02.01.011.NTA143862,0,0,0,0
Vegetable Oil,MLCO,ML02.01.011.NTA1,2020-02-01,Vegetable OilMLCOML02.01.011.NTA143862,8.25,0,17507.36085,0
High Energy Biscuits,MLCO,ML02.01.011.URT1,2020-02-01,High Energy BiscuitsMLCOML02.01.011.URT143862,0,0,0,0
Iodized Salt,MLCO,ML02.01.011.URT1,2020-02-01,Iodized SaltMLCOML02.01.011.URT143862,0,0,0,0
Sorghum/Millet,MLCO,ML02.01.011.URT1,2020-02-01,Sorghum/MilletMLCOML02.01.011.URT143862,0,0,0,0
Split Peas,MLCO,ML02.01.011.URT1,2020-02-01,Split PeasMLCOML02.01.011.URT143862,0,0,0,0
Vegetable Oil,MLCO,ML02.01.011.URT1,2020-02-01,Vegetable OilMLCOML02.01.011.URT143862,0,0,0,0
Iodized Salt,MLCO,ML02.01.021.SMP1,2020-02-01,Iodized SaltMLCOML02.01.021.SMP143862,0.8,0.1,604.8741691,75.60927113
Rice,MLCO,ML02.01.021.SMP1,2020-02-01,RiceMLCOML02.01.021.SMP143862,60,0,101521.3263,0
Split Peas,MLCO,ML02.01.021.SMP1,2020-02-01,Split PeasMLCOML02.01.021.SMP143862,12,0,21246.92656,0
Vegetable Oil,MLCO,ML02.01.021.SMP1,2020-02-01,Vegetable OilMLCOML02.01.021.SMP143862,4,0,6598.579861,0
Super Cereal Plus (CSB++),MLCO,ML02.02.031.NPA1,2020-02-01,Super Cereal Plus (CSB++)MLCOML02.02.031.NPA143862,135,135,311853.1176,311853.1176
Iodized Salt,MLCO,ML02.03.041.ACL1,2020-02-01,Iodized SaltMLCOML02.03.041.ACL143862,0,0,0,0
Beans,MMCO,MM01.01.011.URT1,2020-02-01,BeansMMCOMM01.01.011.URT143862,176.904,0,163533.7695,0
Iodized Salt,MMCO,MM01.01.011.URT1,2020-02-01,Iodized SaltMMCOMM01.01.011.URT143862,14.742,0,5378.138353,0
Rice,MMCO,MM01.01.011.URT1,2020-02-01,RiceMMCOMM01.01.011.URT143862,2239.245,0,1304228.154,0
Vegetable Oil - Palmolien,MMCO,MM01.01.011.URT1,2020-02-01,Vegetable Oil - PalmolienMMCOMM01.01.011.URT143862,88.452,1.448,115865.5446,1896.772358
Beans,MMCO,MM01.01.023.ACL1,2020-02-01,BeansMMCOMM01.01.023.ACL143862,0,0,0,0
Iodized Salt,MMCO,MM01.01.023.ACL1,2020-02-01,Iodized SaltMMCOMM01.01.023.ACL143862,0,0,0,0
Rice,MMCO,MM01.01.023.ACL1,2020-02-01,RiceMMCOMM01.01.023.ACL143862,0,0,0,0
Vegetable Oil - Palmolien,MMCO,MM01.01.023.ACL1,2020-02-01,Vegetable Oil - PalmolienMMCOMM01.01.023.ACL143862,0,0,0,0
Beans,MMCO,MM01.01.023.SMP1,2020-02-01,BeansMMCOMM01.01.023.SMP143862,1.826000373,0,1997.804158,0
High Energy Biscuits,MMCO,MM01.01.023.SMP1,2020-02-01,High Energy BiscuitsMMCOMM01.01.023.SMP143862,213.0942436,0,360170.3673,0
Rice,MMCO,MM01.01.023.SMP1,2020-02-01,RiceMMCOMM01.01.023.SMP143862,5.47800112,0,4086.824125,0
Beans,MMCO,MM01.01.023.URT1,2020-02-01,BeansMMCOMM01.01.023.URT143862,0,0,0,0
Iodized Salt,MMCO,MM01.01.023.URT1,2020-02-01,Iodized SaltMMCOMM01.01.023.URT143862,0,0,0,0
Rice,MMCO,MM01.01.023.URT1,2020-02-01,RiceMMCOMM01.01.023.URT143862,0,0,0,0
Super Cereal (WSB+) With Sugar,MMCO,MM01.01.023.URT1,2020-02-01,Super Cereal (WSB+) With SugarMMCOMM01.01.023.URT143862,0,0,0,0
Super Cereal Plus (WSB++),MMCO,MM01.01.023.URT1,2020-02-01,Super Cereal Plus (WSB++)MMCOMM01.01.023.URT143862,0,0,0,0
Vegetable Oil - Palmolien,MMCO,MM01.01.023.URT1,2020-02-01,Vegetable Oil - PalmolienMMCOMM01.01.023.URT143862,0,0,0,0
Super Cereal (WSB+) With Sugar,MMCO,MM01.02.031.NPA1,2020-02-01,Super Cereal (WSB+) With SugarMMCOMM01.02.031.NPA143862,28.5,0,53494.46005,0
Super Cereal Plus (WSB++),MMCO,MM01.02.031.NPA1,2020-02-01,Super Cereal Plus (WSB++)MMCOMM01.02.031.NPA143862,47.1,0,118962.1516,0
LNS-LQ,MMCO,MM01.02.031.NTA1,2020-02-01,LNS-LQMMCOMM01.02.031.NTA143862,51,2.972,205353.4171,11966.86972
Super Cereal (WSB+) With Sugar,MMCO,MM01.02.031.NTA1,2020-02-01,Super Cereal (WSB+) With SugarMMCOMM01.02.031.NTA143862,91.035,0,148664.4316,0
Super Cereal Plus (WSB++),MMCO,MM01.02.031.NTA1,2020-02-01,Super Cereal Plus (WSB++)MMCOMM01.02.031.NTA143862,219.81,219.81,478275.1067,478275.1067
Beans,MMCO,MM01.02.031.URT1,2020-02-01,BeansMMCOMM01.02.031.URT143862,7.5096,7.5096,35.77217529,35.77217529
Iodized Salt,MMCO,MM01.02.031.URT1,2020-02-01,Iodized SaltMMCOMM01.02.031.URT143862,0.6258,0.6258,2.981014607,2.981014607
Rice,MMCO,MM01.02.031.URT1,2020-02-01,RiceMMCOMM01.02.031.URT143862,50.064,50.064,238.4811686,238.4811686
Super Cereal (WSB+),MMCO,MM01.02.031.URT1,2020-02-01,Super Cereal (WSB+)MMCOMM01.02.031.URT143862,6.135,6.135,29.22423237,29.22423237
Super Cereal Plus (WSB++),MMCO,MM01.02.031.URT1,2020-02-01,Super Cereal Plus (WSB++)MMCOMM01.02.031.URT143862,0.246,0.246,1.17182741,1.17182741
Vegetable Oil - Palmolien,MMCO,MM01.02.031.URT1,2020-02-01,Vegetable Oil - PalmolienMMCOMM01.02.031.URT143862,4.1229,4.1229,19.63954159,19.63954159
Dried Fruits,MRCO,MR02.01.011.URT1,2020-02-01,Dried FruitsMRCOMR02.01.011.URT143862,0,0,0,0
Iodized Salt,MRCO,MR02.01.011.URT1,2020-02-01,Iodized SaltMRCOMR02.01.011.URT143862,2.7,0,1312.793689,0
Rice,MRCO,MR02.01.011.URT1,2020-02-01,RiceMRCOMR02.01.011.URT143862,135,0,104679.6443,0
RUTF,MRCO,MR02.01.011.URT1,2020-02-01,RUTFMRCOMR02.01.011.URT143862,1.509,0,5429.333569,0
Super Cereal (CSB+) With Sugar,MRCO,MR02.01.011.URT1,2020-02-01,Super Cereal (CSB+) With SugarMRCOMR02.01.011.URT143862,9.09,9.09,9741.781014,9741.781014
Vegetable Oil,MRCO,MR02.01.011.URT1,2020-02-01,Vegetable OilMRCOMR02.01.011.URT143862,13.797,0,22850.27982,0
Iodized Salt,MRCO,MR02.01.021.SMP1,2020-02-01,Iodized SaltMRCOMR02.01.021.SMP143862,3.81472,0,2005.096103,0
Micronutrition Powder,MRCO,MR02.01.021.SMP1,2020-02-01,Micronutrition PowderMRCOMR02.01.021.SMP143862,0,0,0,0
Rice,MRCO,MR02.01.021.SMP1,2020-02-01,RiceMRCOMR02.01.021.SMP143862,143.052,0,117449.2185,0
Split Lentils,MRCO,MR02.01.021.SMP1,2020-02-01,Split LentilsMRCOMR02.01.021.SMP143862,38.1472,0,44470.57965,0
Super Cereal (CSB+) With Sugar,MRCO,MR02.01.021.SMP1,2020-02-01,Super Cereal (CSB+) With SugarMRCOMR02.01.021.SMP143862,76.2944,0,85731.62977,0
Super Cereal Plus (CSB++),MRCO,MR02.01.021.SMP1,2020-02-01,Super Cereal Plus (CSB++)MRCOMR02.01.021.SMP143862,0,0,0,0
Vegetable Oil,MRCO,MR02.01.021.SMP1,2020-02-01,Vegetable OilMRCOMR02.01.021.SMP143862,14.3052,0,24615.50844,0
Dried Fruits,MRCO,MR02.01.021.URT1,2020-02-01,Dried FruitsMRCOMR02.01.021.URT143862,0,0,0,0
Vegetable Oil,MRCO,MR02.01.021.URT1,2020-02-01,Vegetable OilMRCOMR02.01.021.URT143862,0,0,0,0
Lentils,MRCO,MR02.02.031.NTA1,2020-02-01,LentilsMRCOMR02.02.031.NTA143862,0,0,0,0
RUTF,MRCO,MR02.02.031.NTA1,2020-02-01,RUTFMRCOMR02.02.031.NTA143862,0,0,0,0
Vegetable Oil,MRCO,MR02.02.031.NTA1,2020-02-01,Vegetable OilMRCOMR02.02.031.NTA143862,0,0,0,0
Wheat,MRCO,MR02.02.031.NTA1,2020-02-01,WheatMRCOMR02.02.031.NTA143862,0,0,0,0
Lentils,MRCO,MR02.04.041.ACL1,2020-02-01,LentilsMRCOMR02.04.041.ACL143862,0,0,0,0
Vegetable Oil,MRCO,MR02.04.041.ACL1,2020-02-01,Vegetable OilMRCOMR02.04.041.ACL143862,0,0,0,0
Wheat,MRCO,MR02.04.041.ACL1,2020-02-01,WheatMRCOMR02.04.041.ACL143862,0,0,0,0
Beans,MWCO,MW01.01.011.URT1,2020-02-01,BeansMWCOMW01.01.011.URT143862,43.875,0,55672.73916,0
Maize,MWCO,MW01.01.011.URT1,2020-02-01,MaizeMWCOMW01.01.011.URT143862,394.875,394.875,251845.4128,251845.4128
Peas,MWCO,MW01.01.011.URT1,2020-02-01,PeasMWCOMW01.01.011.URT143862,0,0,0,0
RUTF,MWCO,MW01.01.011.URT1,2020-02-01,RUTFMWCOMW01.01.011.URT143862,0,0,0,0
Super Cereal (CSB+) With Sugar,MWCO,MW01.01.011.URT1,2020-02-01,Super Cereal (CSB+) With SugarMWCOMW01.01.011.URT143862,35.1,0,33623.02088,0
Super Cereal Plus (CSB++),MWCO,MW01.01.011.URT1,2020-02-01,Super Cereal Plus (CSB++)MWCOMW01.01.011.URT143862,0,0,0,0
Vegetable Oil,MWCO,MW01.01.011.URT1,2020-02-01,Vegetable OilMWCOMW01.01.011.URT143862,21.9375,0,23587.01937,0
Maize,MWCO,MW01.01.023.SMP1,2020-02-01,MaizeMWCOMW01.01.023.SMP143862,529.64982,529.64982,267143.7532,267143.7532
Super Cereal (CSB+) With Sugar,MWCO,MW01.01.023.SMP1,2020-02-01,Super Cereal (CSB+) With SugarMWCOMW01.01.023.SMP143862,442.7088,442.7088,369754.6292,369754.6292
Micronutrition Powder,MWCO,MW01.02.031.NPA1,2020-02-01,Micronutrition PowderMWCOMW01.02.031.NPA143862,1.497,1.497,50736.68181,50736.68181
Maize,MWCO,MW01.04.041.ACL1,2020-02-01,MaizeMWCOMW01.04.041.ACL143862,0,0,0,0
Peas,MWCO,MW01.04.041.ACL1,2020-02-01,PeasMWCOMW01.04.041.ACL143862,0,0,0,0
Vegetable Oil,MWCO,MW01.04.041.ACL1,2020-02-01,Vegetable OilMWCOMW01.04.041.ACL143862,0,0,0,0
Iodized Salt,MZCO,MZ01.01.021.URT1,2020-02-01,Iodized SaltMZCOMZ01.01.021.URT143862,0,0,0,0
LNS-LQ,MZCO,MZ01.01.021.URT1,2020-02-01,LNS-LQMZCOMZ01.01.021.URT143862,15.6,0,73743.91436,0
Maize,MZCO,MZ01.01.021.URT1,2020-02-01,MaizeMZCOMZ01.01.021.URT143862,8381.28825,5710.389069,8314276.103,5664731.955
Peas,MZCO,MZ01.01.021.URT1,2020-02-01,PeasMZCOMZ01.01.021.URT143862,1255.08705,128.5385112,2306477.607,236215.6456
Super Cereal (CSB+),MZCO,MZ01.01.021.URT1,2020-02-01,Super Cereal (CSB+)MZCOMZ01.01.021.URT143862,65.934,0,87618.0147,0
Vegetable Oil,MZCO,MZ01.01.021.URT1,2020-02-01,Vegetable OilMZCOMZ01.01.021.URT143862,503.454,5.672724486,1421931.225,16021.76977
Iodized Salt,MZCO,MZ01.01.033.SMP1,2020-02-01,Iodized SaltMZCOMZ01.01.033.SMP143862,2.7,0,1988.26684,0
Maize Meal,MZCO,MZ01.01.033.SMP1,2020-02-01,Maize MealMZCOMZ01.01.033.SMP143862,135,135,172532.3687,172532.3687
Peas,MZCO,MZ01.01.033.SMP1,2020-02-01,PeasMZCOMZ01.01.033.SMP143862,27,0,34149.79555,0
Vegetable Oil,MZCO,MZ01.01.033.SMP1,2020-02-01,Vegetable OilMZCOMZ01.01.033.SMP143862,9,0,23272.53781,0
Beans,NACO,NA01.01.031.URT1,2020-02-01,BeansNACONA01.01.031.URT143862,116.927295,0,36272.71146,0
Iodized Salt,NACO,NA01.01.031.URT1,2020-02-01,Iodized SaltNACONA01.01.031.URT143862,16.69522644,0,6856.485778,0
Maize Meal,NACO,NA01.01.031.URT1,2020-02-01,Maize MealNACONA01.01.031.URT143862,2470.538523,240.7080702,1616167.212,157465.4623
Split Peas,NACO,NA01.01.031.URT1,2020-02-01,Split PeasNACONA01.01.031.URT143862,293.321496,293.321496,420361.9283,420361.9283
Vegetable Oil,NACO,NA01.01.031.URT1,2020-02-01,Vegetable OilNACONA01.01.031.URT143862,128.5217489,0,145296.3434,0
Beans,NECO,NE02.01.011.URT1,2020-02-01,BeansNECONE02.01.011.URT143862,347.66658,0,477937.195,0
Iodized Salt,NECO,NE02.01.011.URT1,2020-02-01,Iodized SaltNECONE02.01.011.URT143862,28.972215,0,20189.73861,0
LNS-LQ,NECO,NE02.01.011.URT1,2020-02-01,LNS-LQNECONE02.01.011.URT143862,77.616,2.005,332413.1449,8586.996954
Sorghum/Millet,NECO,NE02.01.011.URT1,2020-02-01,Sorghum/MilletNECONE02.01.011.URT143862,2028.05505,983.0753,2231051.09,1081475.19
Super Cereal (CSB+) With Sugar,NECO,NE02.01.011.URT1,2020-02-01,Super Cereal (CSB+) With SugarNECONE02.01.011.URT143862,502.90365,0,666406.1001,0
Super Cereal Plus (CSB++),NECO,NE02.01.011.URT1,2020-02-01,Super Cereal Plus (CSB++)NECONE02.01.011.URT143862,208.872,0,276779.8065,0
Vegetable Oil - Palmolien,NECO,NE02.01.011.URT1,2020-02-01,Vegetable Oil - PalmolienNECONE02.01.011.URT143862,212.799255,0,306714.5094,0
Beans,NECO,NE02.01.021.SMP1,2020-02-01,BeansNECONE02.01.021.SMP143862,17.29112328,0,22603.02718,0
Iodized Salt,NECO,NE02.01.021.SMP1,2020-02-01,Iodized SaltNECONE02.01.021.SMP143862,1.152741552,0,705.1706334,0
Sorghum/Millet,NECO,NE02.01.021.SMP1,2020-02-01,Sorghum/MilletNECONE02.01.021.SMP143862,85.01468948,0,87178.59718,0
Super Cereal (CSB+) With Sugar,NECO,NE02.01.021.SMP1,2020-02-01,Super Cereal (CSB+) With SugarNECONE02.01.021.SMP143862,23.05483104,0,28964.49932,0
Vegetable Oil - Palmolien,NECO,NE02.01.021.SMP1,2020-02-01,Vegetable Oil - PalmolienNECONE02.01.021.SMP143862,10.08648858,0,13874.6768,0
Beans,NECO,NE02.02.031.NTA1,2020-02-01,BeansNECONE02.02.031.NTA143862,2.015405823,0,3733.782909,0
Iodized Salt,NECO,NE02.02.031.NTA1,2020-02-01,Iodized SaltNECONE02.02.031.NTA143862,0.167950485,0,196.860367,0
LNS-LQ,NECO,NE02.02.031.NTA1,2020-02-01,LNS-LQNECONE02.02.031.NTA143862,224.3939365,97.83693646,1070829.308,466887.2101
Rice,NECO,NE02.02.031.NTA1,2020-02-01,RiceNECONE02.02.031.NTA143862,0,0,0,0
Sorghum/Millet,NECO,NE02.02.031.NTA1,2020-02-01,Sorghum/MilletNECONE02.02.031.NTA143862,11.75653397,0,18539.34987,0
Super Cereal (CSB+) With Sugar,NECO,NE02.02.031.NTA1,2020-02-01,Super Cereal (CSB+) With SugarNECONE02.02.031.NTA143862,309.2718604,0,557568.8557,0
Super Cereal Plus (CSB++),NECO,NE02.02.031.NTA1,2020-02-01,Super Cereal Plus (CSB++)NECONE02.02.031.NTA143862,0,0,0,0
Vegetable Oil - Palmolien,NECO,NE02.02.031.NTA1,2020-02-01,Vegetable Oil - PalmolienNECONE02.02.031.NTA143862,31.93488895,0,61299.48164,0
Beans,NECO,NE02.04.041.ACL1,2020-02-01,BeansNECONE02.04.041.ACL143862,150.24,150.24,217741.7002,217741.7002
Iodized Salt,NECO,NE02.04.041.ACL1,2020-02-01,Iodized SaltNECONE02.04.041.ACL143862,12.52,0,9525.606703,0
Sorghum/Millet,NECO,NE02.04.041.ACL1,2020-02-01,Sorghum/MilletNECONE02.04.041.ACL143862,876.4,870.5,1025722.212,1018816.962
Super Cereal (CSB+) With Sugar,NECO,NE02.04.041.ACL1,2020-02-01,Super Cereal (CSB+) With SugarNECONE02.04.041.ACL143862,486.9985,260.9985,681277.8411,365119.1833
Super Cereal Plus (CSB++),NECO,NE02.04.041.ACL1,2020-02-01,Super Cereal Plus (CSB++)NECONE02.04.041.ACL143862,0,0,0,0
Vegetable Oil - Palmolien,NECO,NE02.04.041.ACL1,2020-02-01,Vegetable Oil - PalmolienNECONE02.04.041.ACL143862,87.64,68.538,132947.2423,103970.0832
LNS-LQ,NGCO,NG01.01.011.NPA1,2020-02-01,LNS-LQNGCONG01.01.011.NPA143862,23.13,0,85811.65906,0
Super Cereal (CSB+) With Sugar,NGCO,NG01.01.011.NPA1,2020-02-01,Super Cereal (CSB+) With SugarNGCONG01.01.011.NPA143862,594.6675,0,765968.0612,0
Super Cereal Plus (CSB++),NGCO,NG01.01.011.NPA1,2020-02-01,Super Cereal Plus (CSB++)NGCONG01.01.011.NPA143862,802.986,0,1522775.914,0
Vegetable Oil,NGCO,NG01.01.011.NPA1,2020-02-01,Vegetable OilNGCONG01.01.011.NPA143862,59.46675,0,99365.6129,0
Beans,NGCO,NG01.01.011.URT1,2020-02-01,BeansNGCONG01.01.011.URT143862,1270.665,0,1600060.47,0
Iodized Salt,NGCO,NG01.01.011.URT1,2020-02-01,Iodized SaltNGCONG01.01.011.URT143862,63.53325,0,49103.30894,0
Sorghum/Millet,NGCO,NG01.01.011.URT1,2020-02-01,Sorghum/MilletNGCONG01.01.011.URT143862,4447.3275,2734.966,3421089.984,2103862.328
Super Cereal (CSB+) With Sugar,NGCO,NG01.01.011.URT1,2020-02-01,Super Cereal (CSB+) With SugarNGCONG01.01.011.URT143862,635.3325,219.984,574815.8976,199030.1148
Vegetable Oil,NGCO,NG01.01.011.URT1,2020-02-01,Vegetable OilNGCONG01.01.011.URT143862,444.73275,0,565939.7667,0
Beans,NGCO,NG01.03.021.ACL1,2020-02-01,BeansNGCONG01.03.021.ACL143862,0,0,0,0
Iodized Salt,NGCO,NG01.03.021.ACL1,2020-02-01,Iodized SaltNGCONG01.03.021.ACL143862,0,0,0,0
